codigoOrgao,nomeOrgao,nomeMnemonicoOrgao,cnpjCpfOrgao,codigoOrgaoVinculado,cnpjCpfOrgaoVinculado,nomeOrgaoVinculado,codigoOrgaoSuperior,cnpjCpfOrgaoSuperior,nomeOrgaoSuperior,codigoTipoAdministracao,nomeTipoAdministracao,poder,esfera,usoSisg,statusOrgao,dataHoraMovimento
96728,PREFEITURA MUNICIPAL DE PRESIDENTE LUCENA-RS,PM PRES. LUCENA-RS,94707494000192,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96664,PREFEITURA MUNICIPAL DE LINDOLFO COLLOR / RS,PM LINDOLFO COLLOR,94707486000146,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96552,PREFEITURA MUNICIPAL DE CAPITÃO - RS,PM DE CAPITÃO - RS,94706132000187,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-13T13:57:00
96658,PREFEITURA MUNICIPAL LAGOA DE TRÊS CANTOS-RS,PM LAGO TRÊS CANTOS,94704277000149,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96599,PREFEITURA MUNICIPAL DE ENGENHO VELHO - RS,PM ENGENHO VELHO/RS,94704129000124,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96736,PREFEITURA MUNICIPAL DE RIO DOS INDIOS - RS,PM RIO DOS INDIOS,94704103000186,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96688,PREFEITURA MUNICIPAL DE NOVA BOA VISTA - RS,PM NOVA BOA VISTA,94704061000183,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96574,PREFEITURA MUNICIPAL DE COQUEIROS DO SUL - RS,PM COQUEIROS DO SUL,94703980000132,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96626,PREFEITURA MUNICIPAL GRAMADO DOS LOUREIROS-RS,PM GRAMADO LOUREIRO,94703964000140,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96673,PREFEITURA MUNICIPAL DE MATO LEITAO - RS,PM MATO LEITAO - RS,94577590000163,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96627,PREFEITURA MUNICIPAL DE GRAMADO XAVIER - RS,PM GRAMADO XAVIER,94577509000145,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96535,MRS-CAMARA MUNICIPAL DE SANTA CRUZ DO SUL,CM  S. CRUZ DO SUL,94576840000140,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2025-02-28T09:55:00
26331,CENTRO FED.EDUCACAO TECNOLOGICA S.VICENTE SUL,CEFET/S.VICENTE SUL,94445673000107,26000.0,00394445000101,MINISTERIO DA EDUCACAO,20101.0,00394411000109,PRESIDENCIA DA REPUBLICA,3,AUTARQUIA,E,F,True,True,2025-07-07T15:29:00
96791,PREFEITURA MUNICIPAL SAO MARTINHO DA SERRA-RS,PM SÃO MART.SERRA,94444403000173,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96721,PREFEITURA MUNICIPAL DE PINHAL GRANDE - RS,PM DE PINHAL GRANDE,94444346000122,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96779,PREFEITURA MUNICIPAL SAO JOAO DO POLESINE-RS,PM S. JOAO POLESINE,94444247000140,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
86363,PREFEITURA MUNICIPAL DE QUEVEDOS/RS,PM/QUEVEDOS/RS,94444122000110,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2025-01-17T11:48:00
96586,PREFEITURA MUNICIPAL DE DERRUBADAS - RS,PM DERRUBADAS - RS,94442282000201,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96853,PREFEITURA MUNICIPAL DE XANGRI-LÁ  - RS,PM DE XANGRI-LÁ -RS,94436474000124,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
86752,PREFEITURA MUNICIPAL DE MAQUINE/RS,PM/MAQUINE/RS,94436342000100,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2025-05-08T09:20:00
96414,FUNDACAO GAUCHA DO TRABALHO E ACAO SOCIAL,FUNDMED - RS,94392164000155,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,4,FUNDACAO,E,E,True,True,2024-04-01T14:55:00
96415,FUNDAÇÃO HOSPITALAR DO RIO GRANDE DO SUL,FUNDA.HOSP. DO RS,94391901000103,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,4,FUNDACAO,E,E,True,True,2024-01-13T13:57:00
96690,COMPANHIA MUNICIPAL DE URBANISMO - N.HAMBRUGO,CIA MUN URBANISMO,94380763000159,96697.0,88254875000160,PREFEITURA MUNICIPAL DE NOVO HAMBURGO - RS,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,6,ECONOMIA MISTA,E,M,True,True,2024-04-05T17:00:00
96694,PREFEITURA MUNICIPAL DE NOVA SANTA RITA - RS,PM NOVA SANTA RITA,94309291000148,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96782,PREFEITURA MUNICIPAL SAO JOSÉ DO INHACORÃ-RS,PM S. JOSÉ INHACORÃ,94187358000119,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
86743,PREFEITURA MUNICIPAL DE MARIANA PIMENTEL/RS,PMMP,94068418000184,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2025-05-05T08:50:00
96810,PREFEITURA MUNICIPAL DE SENTINELA DO SUL - RS,PM SENTINELA DO SUL,94068277000108,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96750,PREFEITURA MUNICIPAL SALVADOR DAS MISSÕES-RS,PM SALVADOR MISSÕES,93592731000154,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96797,PREFEITURA MUNICIPAL SÃO PEDRO DO BUTIÁ - RS,PM S.PEDRO DO BUTIÁ,93592715000161,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96788,CAMARA MUNICIPAL DE SÃO LUIZ GONZAGA - RS,CM SÃO LUIZ GONZAGA,93592384000160,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,,M,True,True,2024-01-14T13:57:00
96567,PREFEITURA MUNICIPAL DE CENTENÁ RIO - RS,PM CENTENÁ RIO/RS,93539138000144,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96830,PREFEITURA MUNICIPAL DE TRES FORQUILHAS - RS,PM TRES FORQUILHAS,93317998000133,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96533,PREFEITURA MUNICIPAL DE SÃO PEDRO DA SERRA-RS,PM S.PEDRO DA SERRA,93235968000188,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-09-28T11:44:00
38724,CONSELHO REGIONAL DE FARMÁCIA-RS,CRF-RS,93026771000139,38749.0,60984473000100,CONSELHO FEDERAL DE FARMACIA,38000.0,37115367000160,MINISTERIO DO TRABALHO E EMPREGO,3,AUTARQUIA,E,F,True,True,2023-03-16T17:02:00
96841,CENTRO DE PESQUISA DA REGIÃO NORDESTE - RS,CENT.PESQ.REG.NORD.,93021632003561,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,11,ADMINISTRACAO DIRETA ESTADUAL,E,E,True,True,2024-01-14T13:57:00
38719,CONSELHO REGIONAL DE ODONTOLOGIA - RS,CRO-RS,93012987000145,38661.0,61919643000209,CONSELHO FEDERAL DE ODONTOLOGIA,36000.0,00394544000185,MINISTERIO DA SAUDE,3,AUTARQUIA,E,F,True,True,2023-03-17T15:37:00
38930,CONSELHO REGIONAL DE MEDICINA VETERINARIA/RS,CRMV-RS,93009116000172,38758.0,00119784000171,CONSELHO FEDERAL DE MEDICINA VETERINARIA,,,,3,AUTARQUIA,E,F,True,True,2025-07-29T13:20:00
26244,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRS,92969856000198,26000.0,00394445000101,MINISTERIO DA EDUCACAO,20101.0,00394411000109,PRESIDENCIA DA REPUBLICA,3,AUTARQUIA,E,F,True,True,2025-07-07T15:17:00
26284,FUNDACAO FACULDADE FED.CIENCIAS MEDICAS POA,FFFCM,92967595000177,26000.0,00394445000101,MINISTERIO DA EDUCACAO,20101.0,00394411000109,PRESIDENCIA DA REPUBLICA,4,FUNDACAO,E,F,True,True,2025-07-07T15:22:00
38709,CONSELHO REG. CORRETO DE IMOVEIS 3ª REGIAO/RS,CRECI-RS,92966159000183,38689.0,62658737000153,CONSELHO FEDERAL DE CORRETORES DE IMÓVEIS,38000.0,37115367000160,MINISTERIO DO TRABALHO E EMPREGO,3,AUTARQUIA,E,F,True,True,2025-06-26T10:10:00
38557,CONSELHO REG.DOS REPRESENTANTES COMERCIAIS-RS,CORE/RS,92963776000125,38676.0,34046367000168,CONSELHO FEDER. DOS REPRESENTANTES COMERCIAIS,38000.0,37115367000160,MINISTERIO DO TRABALHO E EMPREGO,3,AUTARQUIA,E,F,True,True,2024-02-16T13:10:00
96330,PREFEITURA MUNICIPAL DE PORTO ALEGRE - RS,PM PORTO ALEGRE,92963560000160,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-13T13:57:00
96339,FUNDAÇÃO ORQUESTRA SINFONICA DE PORTO ALEGRE,ORQUESTRA SINFONICA,92954874000104,96330.0,92963560000160,PREFEITURA MUNICIPAL DE PORTO ALEGRE - RS,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,3,AUTARQUIA,E,E,True,True,2024-02-16T14:07:00
96335,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS,DMAE PORTO ALEGRE,92924901000198,96330.0,92963560000160,PREFEITURA MUNICIPAL DE PORTO ALEGRE - RS,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,3,AUTARQUIA,E,M,True,True,2024-04-05T15:46:00
96532,SISTEMA DE PREVIDENCIA MUNICIPAL-SANTANA LIVR,SISPREM-SANTAN LIVR,92913581000170,96442.0,88124961000159,PREFEITURA DE SANTANA DO LIVRAMENTO,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,1,ADMINISTRACAO DIRETA,E,M,True,True,2025-04-29T09:33:00
38900,CONSELHO REGIONAL DE ADMINISTRAÇÃO/RS,CRA/RS,92913318000181,38586.0,34061135000189,CONSELHO FEDERAL DE ADMINISTRAÇÃO,38000.0,37115367000160,MINISTERIO DO TRABALHO E EMPREGO,3,AUTARQUIA,E,F,True,True,2025-07-28T08:59:00
96663,FUNDAÇÃO MÉDICA HOSPITALAR DR. HONOR TEIXEIRA,F.HOSP.HON.TEIXEIRA,92911684000100,96662.0,88201298000149,PREFEITURA MUNICIPAL DE LAVRAS DO SUL - RS,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,4,FUNDACAO,E,M,True,True,2024-01-14T13:57:00
96341,FUNDAÇÃO UNIVERSITÃ RIA DE CARDIOLOGIA,FUND.UNIV.CARDIO.,92898550000198,96330.0,92963560000160,PREFEITURA MUNICIPAL DE PORTO ALEGRE - RS,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,4,FUNDACAO,E,M,True,True,2024-01-13T13:57:00
80202,SUPERINTENDENCIA DO DESENV.DA REGIAO SUL-EXT.,SUDESUL-EM EXTINCAO,92885151000192,20113.0,00489828000155,MINISTERIO DO PLANEJAMENTO E ORÇAMENTO - MPO,20101.0,00394411000109,PRESIDENCIA DA REPUBLICA,3,AUTARQUIA,E,F,True,True,2025-07-07T16:04:00
86992,DEPARTAMENTO AUTON. DE ESTRADAS DE RODAGEM/RS,DAER/CRBM,92883834000100,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,3,AUTARQUIA,E,E,True,True,2025-06-26T13:31:00
96523,PREFEITURA MUNICIPAL DE CAMPESTRE DA SERRA-RS,PM CAMPESTRE SERRA,92868868000126,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-13T13:57:00
96385,CAMARA MUNICIPAL DE CAXIAS DO SUL,CM CAXIAS SUL,92862234000166,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2023-02-14T15:26:00
96416,INSTITUTO RIO GRANDENSE DO ARROZ,INST. RIOGRANDENSE,92854876000113,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,3,AUTARQUIA,E,E,True,True,2024-01-13T13:57:00
96333,COMPANHIA RIOGRANDENSE DE SANEAMENTO - POA,CORSAN - POA/RS,92802784000190,96330.0,92963560000160,PREFEITURA MUNICIPAL DE PORTO ALEGRE - RS,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,6,ECONOMIA MISTA,E,E,True,True,2024-04-01T10:31:00
36208,HOSPITAL CRISTO REDENTOR S/A,HOSP.C.REDENTOR S/A,92787126000176,36000.0,00394544000185,MINISTERIO DA SAUDE,20101.0,00394411000109,PRESIDENCIA DA REPUBLICA,6,ECONOMIA MISTA,E,F,True,True,2025-07-07T15:45:00
36210,HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,HOSP.N.S.CONCEI.S/A,92787118000120,36000.0,00394544000185,MINISTERIO DA SAUDE,20101.0,00394411000109,PRESIDENCIA DA REPUBLICA,6,ECONOMIA MISTA,E,F,True,True,2025-07-07T15:45:00
38517,CONSELHO REGIONAL DE CONTABILIDADE-RS,CRC-RS,92698471000133,38500.0,33618570000107,CONSELHO FEDERAL DE CONTABILIDADE,48000.0,00489828000155,MINISTERIO DA GESTÃO E INOV EM SERV PUBLICO,3,AUTARQUIA,E,F,True,True,2023-03-14T17:06:00
38662,CONSELHO REG. DE ENGENHARIA E AGRONOMIA-RS,CREA-RS,92695790000195,,,,,,,3,AUTARQUIA,E,F,True,True,2023-10-19T15:21:00
36209,HOSPITAL FEMINA S/A,HOSPITAL FEMINA S/A,92693134000153,36000.0,00394544000185,MINISTERIO DA SAUDE,20101.0,00394411000109,PRESIDENCIA DA REPUBLICA,6,ECONOMIA MISTA,E,F,True,True,2025-07-07T15:45:00
96338,FUND. PÃO DOS POBRES DE STO. ANTONIO,FUND.DE STO.ANTONIO,92666015000101,96330.0,92963560000160,PREFEITURA MUNICIPAL DE PORTO ALEGRE - RS,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,4,FUNDACAO,E,M,True,True,2024-04-01T10:18:00
96812,PREFEITURA MUNICIPAL DE SILVEIRA MARTINS - RS,PM SILVEIRA MARTINS,92457217000143,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
86038,PREFEITURA MUNICIPAL DE NOVA ESPERANÇA DO SUL,PM NOVA ESP. DO SUL,92455393000146,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-10-17T17:05:00
96418,PREFEITURA DE NOVA ESPERANÇA DO SUL/RS,PM N. ESPER.DO SUL,92455393000146,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2023-02-15T14:06:00
96727,PREFEITURA MUNICIPAL DE POUSO NOVO - RS,PM POUSO NOVO - RS,92454826000149,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96729,PREFEITURA MUNICIPAL DE PROGRESSO - RS,PM DE PROGRESSO-RS,92454800000109,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96639,PREFEITURA MUNICIPAL DE IMIGRANTE - RS,PM DE IMIGRANTE-RS,92454776000108,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96726,PREFEITURA MUNICIPAL DE PORTÃO - RS,PM DE PORTÃO - RS,92451152000129,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96767,PREFEITURA MUNICIPAL STO. ANTONIO DO PALMA-RS,PM SANT.ANTON.PALMA,92412832000133,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96343,PREFEITURA MUN. DE MATO CASTELHANO,PMMC,92412808000102,,,,,,,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-02-21T10:46:00
96856,PREFEITURA MUNICIPAL DE COXILHA - RS,PM DE COXILHA - RS,92411933000190,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96623,PREFEITURA MUNICIPAL DE GENTIL - RS,PM DE GENTIL - RS,92411875000102,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96489,PREFEITURA  DE AMETISTA DO SUL - RS,PM AMETISTA DO SUL,92411156000183,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-13T13:57:00
96588,PREFEITURA MUNICPAL DOIS IRMÃOS DAS MISSÕES,PM DOIS IR.MISSÕES,92411115000197,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96723,PREFEITURA MUNICIPAL PINHEIRINHO DO VALE - RS,PM PINHEIRINHO VALE,92411099000132,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96512,PREFEITURA MUNICIPAL BOA VISTA DAS MISSOES-RS,PM BOA .VISTA.DAS,92410562000121,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-13T13:57:00
96695,PREFEITURA MUNICIPAL DE NOVO BARREIRO - RS,PM NOVO BARREIRO-RS,92410521000135,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96798,PREFEITURA MUNICIPAL DE SAO JOSE DAS MISSOES,PM SÃO JOSE MISSÕES,92410463000140,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96781,PREFEITURA MUNICIPAL DE SÃO JOSÉ DO HERVAL-RS,PM SÃO JOSÉ HERVAL,92406511000126,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
89330,PREFEITURA MUNICIPAL DE IBIRAPUITA/RS,PM/IBIRAPUITA/RS,92406263000113,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2025-08-13T16:43:00
96844,PREFEITURA MUNICIPAL DE VANINI - RS,PM DE VANINI - RS,92406206000134,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96603,PREFEITURA MUNICIPAL DE ERNESTINA - RS,PM DE ERNESTINA-RS,92406180000124,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96522,PREFEITURA MUNICIPAL DE CAMARGO - RS,PM DE CAMARGO - RS,92406099000144,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-13T13:57:00
85886,PREFEITURA MUNICIPAL DE ALTO ALEGRE/RS,PM/ALTO ALEGRE/RS,92406057000103,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-09-23T14:49:00
96851,PREFEITURA MUNICIPAL DE VISTA ALEGRE - RS,PM VISTA ALEGRE-RS,92403583000110,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96734,PREFEITURA MUNICIPAL DE RELVADO - RS,PM DE RELVADO - RS,92402510000103,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96654,PREFEITURA MUNICIPAL DE JAQUIRANA - RS,PM DE JAQUIRANA-RS,92401561000110,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96832,PREFEITURA MUNICIPAL DE TRINDADE DO SUL - RS,PM TRINDADE DO SUL,92399211000167,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-01-14T13:57:00
96426,ASSOC. AMPARO PESQUISA M FARMACOLOGIA TOXICOL,ASS.PESQ.FARM.TOX.,92398056000164,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,15,EMPRESA PRIVADA,E,E,True,True,2024-04-01T15:26:00
38716,CONSELHO REG. DE TECNICOS EM RADIOLOGIA 6º-RS,CRTR-RS,92396134000191,38545.0,03635323000140,CONSELHO NACIONAL DE TECNICOS EM RADIOLOGIA,,,,3,AUTARQUIA,E,F,True,True,2025-07-23T14:01:00
26278,FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,FUF-PELOTAS,92242080000100,26000.0,00394445000101,MINISTERIO DA EDUCACAO,20101.0,00394411000109,PRESIDENCIA DA REPUBLICA,4,FUNDACAO,E,F,True,True,2025-07-07T15:21:00
85444,PREFEITURA MUNICIPAL DE ALTO FELIZ,PMAF,92123926000192,96320.0,87934675000196,ERS-ESTADO DO RIO GRANDE DO SUL,96000.0,0,REGIAO SUL,12,ADMINISTRACAO DIRETA MUNICIPAL,E,M,True,True,2024-06-26T08:22:00
