codigoUasg,nomeUasg,usoSisg,adesaoSiasg,siglaUf,codigoMunicipio,codigoMunicipioIbge,nomeMunicipioIbge,codigoUnidadePolo,nomeUnidadePolo,codigoUnidadeEspelho,nomeUnidadeEspelho,uasgCadastradora,cnpjCpfUasg,codigoOrgao,cnpjCpfOrgao,cnpjCpfOrgaoVinculado,cnpjCpfOrgaoSuperior,codigoSiorg,statusUasg,dataImplantacaoSidec,dataHoraMovimento
990124,ESP-TRIBUNAL DE IMPOSTOS E TAXAS - TIT,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990123,ESP-REPRESENTACAO FISCAL DE SAO PAULO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990122,ESP-REPRESENTACAO FISCAL DE CAMPINAS,False,True,SP,62910,3509502.0,CAMPINAS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990121,ESP-REPRESENTACAO FISCAL DE BAURU,False,True,SP,62197,3506003.0,BAURU,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990120,ESP-GABINETE DO SECRETARIO SEC. FAZ. E PLANEJ,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990119,ESP-GAB DA SUBSEC DO TESOURO ESTADUAL-STE,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990118,ESP-DIRETORIA DE CONTROLE INTERNO - DCI,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990117,ESP-GAB DA SUBSEC DE GESTÃO CORPORATIVA-SGC,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990116,ESP-FUNDO ESP.CART.SERVENTIAS REG.EXTIN-FECSE,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990115,ESP-FUNDO ESP.CART.ADVOGADOS REG.EXTIN-FECARE,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990114,ESP-ESCOLA DE GOVERNO - EGESP,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990113,ESP-DIRETORIA DE FISCALIZACAO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990112,ESP-DIR. REPRESENTACAO FISCAL - DRF,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990111,ESP-DIR INF E SISTEMAS DA ADMIN TRIBUT-DISAT,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990110,"ESP-DIR. ATENDIMENTO, GESTAO E CONFORMIDADE",False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990109,"ESP-DIR. ARRECADACAO, COBRANCA E RECUP.DIVIDA",False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990108,ESP-DIR TEC INFORMAÇÃO E COMUNICAÇÃO - DTIC,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990107,ESP-DEP ADMIN DA REGIÃO I - DAR-I,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990106,ESP-DIR DE ESTRAT EM RECURSOS HUMANOS-DERH,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990105,ESP-DIR PROC DA FOLHA DE PAGAMENTO - DPFP,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990104,ESP-COORD ADMINISTRAÇÃO REGIONAL - CAR,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990103,ESP-DIRETORIA DE GESTÃO CONTÁBIL - DGC,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990102,ESP-DIR DE GESTÃO ESTRAT E DE PROJETOS - DGEP,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:12:00
990101,ESP-DIRETORIA DE ATIVOS E PASSIVOS - DAP,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990100,ESP-DIR ESTUDOS DE POLÍTICA TRIBUTÁRIA-DEPT,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990099,"ESP-DEPTO. ANALISE, INF. E SIST. CONTABEIS",False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990098,ESP-DIR GESTÃO ORÇAMENTÁRIA FINANCEIRA - DGOF,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990097,ESP-DIRETORIA DE GESTÃO FINANCEIRA - DGF,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990096,ESP-DEPARTAMENTO DE CONTROLE E AVALIACAO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990095,ESP-COORD DE CONFORMIDADE INTERNA - CCI,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990094,ESP-DELEG.TRIB.DE JULGAMENTO 2 - DTJ-2-CAMPI,False,True,SP,62910,3509502.0,CAMPINAS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990093,ESP-DELEG.TRIB.DE JULGAMENTO 1 - DTJ-1-SP,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990092,ESP-DELEG.TRIB.DE JULGAMEN 3 - DTJ-3 - BAURU,False,True,SP,62197,3506003.0,BAURU,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990091,ESP-DELEG.REG.TRIBUTARIA I - DRTC-I-SAO PAULO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990090,ESP-DELEG.REG.TRIBUTARIA 9 - DRT-9-ARACATUBA,False,True,SP,61557,3502804.0,ARAÇATUBA,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990089,ESP-DELEG.REG.TRIBUTARIA 8 - DRT-8-SJRPRETO,False,True,SP,70971,3549805.0,SÃO JOSÉ DO RIO PRETO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990088,ESP-DELEG.REG.TRIBUTARIA 7 - DRT-7-BAURU,False,True,SP,62197,3506003.0,BAURU,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990087,ESP-DELEG.REG.TRIBUTARIA 6 - DRT-6-RIB.PRETO,False,True,SP,69698,3543402.0,RIBEIRÃO PRETO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990086,ESP-DELEG.REG.TRIBUTARIA 5 - DRT-5-CAMPINAS,False,True,SP,62910,3509502.0,CAMPINAS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990085,ESP-DELEG.REG.TRIBUTARIA 4 - DRT-4-SOROCABA,False,True,SP,71455,3552205.0,SOROCABA,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990084,ESP-DELEG.REG.TRIBUTARIA 3 - DRT-3-TAUBATE,False,True,SP,71838,3554102.0,TAUBATÉ,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990083,ESP-DELEG.REG.TRIBUTARIA 2 - DRT-2-SANTOS,False,True,SP,70718,3548500.0,SANTOS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990082,ESP-DELEG.REG.TRIBUTARIA 16 - DRT-16-JUNDIAI,False,True,SP,66192,3525904.0,JUNDIAÍ,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990081,ESP-DELEG.REG.TRIBUTARIA 14 - DRT-14-OSASCO,False,True,SP,67890,3534401.0,OSASCO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990080,ESP-DELEG.REG.TRIBUTARIA 12 - DRT-12-SBCAMPO,False,True,SP,70750,3548708.0,SÃO BERNARDO DO CAMPO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990079,ESP-DELEG.REG.TRIBUTARIA 11 - DRT-11-MARILIA,False,True,SP,66818,3529005.0,MARÍLIA,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990078,ESP-DELEG.REG.TRIBUT III - DRTC-III-S.PAULO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990077,ESP-DELEG.REG.TRIBUT II - DRTC-II-SAO PAULO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990076,ESP-DELEG.REG.TRIBUT 15 - DRT-15-ARARAQUARA,False,True,SP,61638,3503208.0,ARARAQUARA,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990075,ESP-DELEG.REG.TRIBUT 13 - DRT-13-GUARULHOS,False,True,SP,64777,3518800.0,GUARULHOS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990074,ESP-DELEG.REG.TRIBUT 10 - DRT-10-PRES.PRUD.,False,True,SP,69299,3541406.0,PRESIDENTE PRUDENTE,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990073,ESP-CTO.REG.ADMINIST.DO ABCD,False,True,SP,70572,3547809.0,SANTO ANDRÉ,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990072,ESP-DEP ADMIN DA REGIÃO II - DAR-II,False,True,SP,71838,3554102.0,TAUBATÉ,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990071,ESP-CTO.REG.ADMINIST.DE SOROCABA,False,True,SP,71455,3552205.0,SOROCABA,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990070,ESP-CTO.REG.ADMINIST.DE SJRIO PRETO,False,True,SP,70971,3549805.0,SÃO JOSÉ DO RIO PRETO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990069,ESP-CTO.REG.ADMINIST.DE SANTOS,False,True,SP,70718,3548500.0,SANTOS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990068,ESP-DEP DE ADMIN DA REGIÃO V - DAR-V,False,True,SP,69698,3543402.0,RIBEIRÃO PRETO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990067,ESP-CTO.REG.ADMINIST.DE P.PRUDENTE,False,True,SP,69299,3541406.0,PRESIDENTE PRUDENTE,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990066,ESP-CTO.REG.ADMINIST.DE OSASCO,False,True,SP,67890,3534401.0,OSASCO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990065,ESP-CTO.REG.ADMINIST.DE MARILIA,False,True,SP,66818,3529005.0,MARÍLIA,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990064,ESP-CTO.REG.ADMINIST.DE JUNDIAI,False,True,SP,66192,3525904.0,JUNDIAÍ,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990063,ESP-CTO.REG.ADMINIST.DE GUARULHOS,False,True,SP,64777,3518800.0,GUARULHOS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990062,ESP-DEP DE ADMIN DA REGIÃO III - DAR-III,False,True,SP,62910,3509502.0,CAMPINAS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990061,ESP-DEP DE ADMIN DA REGIÃO IV - DAR-IV,False,True,SP,62197,3506003.0,BAURU,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990060,ESP-CTO.REG.ADMINIST.DE ARARAQUARA,False,True,SP,61638,3503208.0,ARARAQUARA,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990059,ESP-CTO.REG.ADMINIST.DE ARACATUBA,False,True,SP,61557,3502804.0,ARAÇATUBA,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990058,ESP-CORREGEDORIA DA FISCALIZA TRIB.- CORFISP,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990057,ESP-DIRETORIA GERAL DE FINANÇAS - DGFIN,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990056,ESP-DIR GERAL EXECUTIVA DA ADMIN TRIBUT-DEAT,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990055,ESP-DIR GERAL CONS CONT DA ADMIN TRIBUT-DCCAT,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990054,ESP-DIRETORIA GERAL DE CONTABILIDADE - CDCONT,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990053,ESP-CONSULTORIA TRIBUTARIA - CT,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990052,ESP-GABINETE DO SECRETARIO E ASSES.SEC.MULHER,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95557,46375200000120,46379400000150,0,,True,,2024-03-22T14:46:00
990051,ESP-FED-DEPARTAMENTO HIDROVIARIO-C.T.O,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95557,46375200000120,46379400000150,0,,True,,2024-03-03T14:46:00
990050,ESP-CENTRO TECNICO OPERACIONAL,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95557,46375200000120,46379400000150,0,,True,,2024-03-03T14:46:00
990049,ESP-CENTRO ADMINISTRATIVO - POLITICA MULHER,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95557,46375200000120,46379400000150,0,,True,,2024-03-03T14:46:00
990048,ESP-GABINETE DO COORDENADOR SEC. SAUDE 6,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95556,46374500000194,46379400000150,0,,True,,2024-03-03T14:46:00
990047,ESP-FED-INSTITUTO PASTEUR,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95556,46374500000194,46379400000150,0,,True,,2024-03-03T14:46:00
990046,ESP-FED-INSTITUTO DE SAUDE,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95556,46374500000194,46379400000150,0,,True,,2024-03-03T14:46:00
990045,ESP-FED-INSTITUTO BUTANTAN,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95556,46374500000194,46379400000150,0,,True,,2024-03-03T14:46:00
990044,ESP-FED-INSTITUTO ADOLFO LUTZ,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95556,46374500000194,46379400000150,0,,True,,2024-03-03T14:46:00
990043,ESP-FED-INST.INFECTOLOGIA EMILIO RIBAS,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95556,46374500000194,46379400000150,0,,True,,2024-03-03T14:46:00
990042,ESP-FED-INST.DANTE PAZZANESE DE CARDIOLOGIA,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95556,46374500000194,46379400000150,0,,True,,2024-03-03T14:46:00
990041,ESP-FED-CTO. REABILITACAO DE CASA BRANCA,False,True,SP,63177,3510807.0,CASA BRANCA,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95556,46374500000194,46379400000150,0,,True,,2024-03-03T14:46:00
990040,ESP-FUNDO SOCIAL DE SAO PAULO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95505,10979446000163,46379400000150,0,,True,,2024-06-20T11:16:00
990039,ESP-DIR. DE GOV. DE TIC E SERV. AO CIDADÃO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95533,39467292000102,46379400000150,0,,True,,2025-01-16T16:08:00
990038,ESP-FED-ESCOLA DA DEFENSORIA PUB.EST-FUNDEPE,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95515,08036157000189,46379400000150,0,,True,,2024-03-03T14:46:00
990037,ESP-FED-CGA FUNDO DE ASSISTENCIA JUDICIARIA,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95515,08036157000189,46379400000150,0,,True,,2024-03-03T14:46:00
990036,ESP-SUBSECRETARIA DE COMUNICACAO CASA CIVIL,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95505,10979446000163,46379400000150,0,,True,,2024-05-24T14:46:00
990035,ESP-GAB. SEC. DE GOV. E REL. INSTITUCIONAIS,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95517,08755269000190,46379400000150,0,,True,,2024-07-01T15:51:00
990033,ESP-SECRETARIA DE PARCERIAS EM INVESTIMENTOS,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95603,96480850000103,46379400000150,0,,True,,2024-03-25T14:46:00
990032,ESP-SECRETARIA ADMINISTRACAO PENITENCIARIA,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95602,96291141000180,46379400000150,0,,True,,2024-03-25T14:46:00
990031,ESP-PROCURADORIA GERAL DO ESTADO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95420,46379400000150,0,0,,True,2023-07-06T03:00:00.000+00:00,2024-03-25T14:46:00
990030,ESP-SECRETARIA DE DESENVOLVIMENTO SOCIAL,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95599,69122893000144,46379400000150,0,,True,,2024-03-25T14:46:00
990029,ESP-FUND. DE PROT. E DEFESA DO CONSUMIDOR,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95580,57659583000184,46379400000150,0,,True,,2024-04-24T15:43:00
990028,ESP-FUND PARA O DESENVOLVIMENTO DA EDUCACAO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95583,60509015000101,46379400000150,0,,True,,2024-03-23T14:46:00
990027,ESP-FUND DE PROT. E DEFESA DO CONSUMIDOR,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95580,57659583000184,46379400000150,0,,True,,2024-03-23T14:46:00
990026,ESP-FUND.P/CONSERV.PROD.FLORESTAL DO EST.SP,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95578,56089790000188,46379400000150,0,,True,,2024-03-23T14:46:00
990025,ESP-SECRETARIA DE MEIO AMB. INFRAEST. E LOG.,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95578,56089790000188,46379400000150,0,,True,,2024-03-23T14:46:00
990024,ESP-SECRETARIA DA CULTURA E ECONOMIA CRIATIVA,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95575,51531051000180,46379400000150,0,,True,,2024-03-23T14:46:00
990023,ESP-SECRETARIA DE DESENVOLVIMENTO ECONOMICO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95574,51213049000163,46379400000150,0,,True,,2024-03-23T14:46:00
